# Run(50) parameters:
	n_epochs=50,
	lr=0.001,
	lr_decay=0.8,
	weight_decay=0.0005,
	cv_layers=[2, 3, 4, 5],
{'fold': 5, 'epoch': 20, 'train_loss': 1.7176824808120728, 'val_loss': 1.7143231630325317, 'test_acc': 0.2800000011920929}
{'fold': 5, 'epoch': 30, 'train_loss': 1.4038053750991821, 'val_loss': 1.3358007669448853, 'test_acc': 0.47999998927116394}
{'fold': 5, 'epoch': 40, 'train_loss': 0.9551807641983032, 'val_loss': 1.0007829666137695, 'test_acc': 0.5199999809265137}
{'fold': 5, 'epoch': 50, 'train_loss': 0.7128214240074158, 'val_loss': 0.8582457900047302, 'test_acc': 0.7200000286102295}
{'fold': 6, 'epoch': 10, 'train_loss': 1.8921948671340942, 'val_loss': 1.887039065361023, 'test_acc': 0.30612245202064514}
{'fold': 6, 'epoch': 20, 'train_loss': 1.7475768327713013, 'val_loss': 1.7383302450180054, 'test_acc': 0.30612245202064514}
{'fold': 6, 'epoch': 30, 'train_loss': 1.4161784648895264, 'val_loss': 1.3730355501174927, 'test_acc': 0.36734694242477417}
{'fold': 6, 'epoch': 40, 'train_loss': 1.0233296155929565, 'val_loss': 1.026584506034851, 'test_acc': 0.5918367505073547}
{'fold': 6, 'epoch': 50, 'train_loss': 0.7633589506149292, 'val_loss': 0.818312406539917, 'test_acc': 0.7142857313156128}
{'fold': 7, 'epoch': 10, 'train_loss': 1.9088307619094849, 'val_loss': 1.8991708755493164, 'test_acc': 0.30612245202064514}
{'fold': 7, 'epoch': 20, 'train_loss': 1.7508313655853271, 'val_loss': 1.7038788795471191, 'test_acc': 0.30612245202064514}
{'fold': 7, 'epoch': 30, 'train_loss': 1.482000470161438, 'val_loss': 1.3944565057754517, 'test_acc': 0.30612245202064514}
{'fold': 7, 'epoch': 40, 'train_loss': 1.2106083631515503, 'val_loss': 1.1955897808074951, 'test_acc': 0.5714285969734192}
{'fold': 7, 'epoch': 50, 'train_loss': 0.8009388446807861, 'val_loss': 0.8616470098495483, 'test_acc': 0.7551020383834839}
{'fold': 8, 'epoch': 10, 'train_loss': 1.8889102935791016, 'val_loss': 1.8712345361709595, 'test_acc': 0.30612245202064514}
{'fold': 8, 'epoch': 20, 'train_loss': 1.6732730865478516, 'val_loss': 1.6017957925796509, 'test_acc': 0.30612245202064514}
{'fold': 8, 'epoch': 30, 'train_loss': 1.166869044303894, 'val_loss': 1.111509084701538, 'test_acc': 0.6122449040412903}
{'fold': 8, 'epoch': 40, 'train_loss': 0.7729042768478394, 'val_loss': 0.7450968623161316, 'test_acc': 0.7346938848495483}
{'fold': 8, 'epoch': 50, 'train_loss': 0.49040940403938293, 'val_loss': 0.6192352771759033, 'test_acc': 0.7142857313156128}
{'fold': 9, 'epoch': 10, 'train_loss': 1.8854209184646606, 'val_loss': 1.8362106084823608, 'test_acc': 0.30612245202064514}
{'fold': 9, 'epoch': 20, 'train_loss': 1.682722806930542, 'val_loss': 1.5957661867141724, 'test_acc': 0.30612245202064514}
{'fold': 9, 'epoch': 30, 'train_loss': 1.459397315979004, 'val_loss': 1.4022294282913208, 'test_acc': 0.4285714328289032}
{'fold': 9, 'epoch': 40, 'train_loss': 1.0961757898330688, 'val_loss': 1.0044496059417725, 'test_acc': 0.6734693646430969}
{'fold': 9, 'epoch': 50, 'train_loss': 0.6801769137382507, 'val_loss': 0.8252125978469849, 'test_acc': 0.7346938848495483}
Val Loss: 0.9036, Test Accuracy: 0.698 +/- 0.044, Duration: 8.202
Model(15) results: accuracy=0.698, std=0.044, n_layers=5, n_hidden=128
Best Model(3) results: accuracy=0.807, std=0.044, n_layers=2, n_hidden=128

--
GCN(0): accuracy=0.402, std=0.105, n_layers=2, n_hidden=16
GCN(1): accuracy=0.502, std=0.089, n_layers=2, n_hidden=32
GCN(2): accuracy=0.712, std=0.042, n_layers=2, n_hidden=64
GCN(3): accuracy=0.807, std=0.044, n_layers=2, n_hidden=128
GCN(4): accuracy=0.402, std=0.132, n_layers=3, n_hidden=16
GCN(5): accuracy=0.490, std=0.052, n_layers=3, n_hidden=32
GCN(6): accuracy=0.680, std=0.066, n_layers=3, n_hidden=64
GCN(7): accuracy=0.784, std=0.045, n_layers=3, n_hidden=128
GCN(8): accuracy=0.323, std=0.065, n_layers=4, n_hidden=16
GCN(9): accuracy=0.460, std=0.076, n_layers=4, n_hidden=32
GCN(10): accuracy=0.648, std=0.069, n_layers=4, n_hidden=64
GCN(11): accuracy=0.762, std=0.034, n_layers=4, n_hidden=128
GCN(12): accuracy=0.349, std=0.082, n_layers=5, n_hidden=16
GCN(13): accuracy=0.410, std=0.072, n_layers=5, n_hidden=32
GCN(14): accuracy=0.541, std=0.082, n_layers=5, n_hidden=64
GCN(15): accuracy=0.698, std=0.044, n_layers=5, n_hidden=128
(2480, 1390)
